type	weight	node_a	node_b	shared
vocab	0.15	zshmisc:COMMAND EXECUTION	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	function script execute status file
vocab	0.15	zshmisc:SIGNALS	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	jobs background process processes run
vocab	0.15	zshexpn:DESCRIPTION	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	expansion alias performed parsed after
vocab	0.15	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME EXPANSION › Notes	expansion side hand path filename
vocab	0.15	zshexpn:FILENAME GENERATION › Glob Operators	zshparam:ARRAY PARAMETERS › Subscript Flags	character matches match pattern foo
vocab	0.15	zshparam:ARRAY PARAMETERS › Array Element Assignment	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	assignment generation filename array delete
vocab	0.15	zshoptions:DESCRIPTION OF OPTIONS › History	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	history list file line output
vocab	0.15	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	positional parameters arguments given arg
vocab	0.149	zshmisc:COMMAND EXECUTION	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	file executable script path bin
vocab	0.149	zshmisc:ANONYMOUS FUNCTIONS	zshmisc:SPECIAL FUNCTIONS › Hook Functions	function functions executed immediately discarded
vocab	0.149	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	sequences expansion string escape certain
vocab	0.149	zshexpn:FILENAME GENERATION › Recursive Globbing	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	directory bar segment path foo
vocab	0.149	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	unset flags names flag patterns
vocab	0.148	zshmisc:REDIRECTION	zshexpn:HISTORY EXPANSION › Modifiers	word file substitution filename expansion
vocab	0.148	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	return execute read executed commands
vocab	0.148	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	functions file function written read
vocab	0.148	zshmisc:JOBS	zshmisc:SIGNALS	jobs background process parent monitor
vocab	0.148	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	truncated text array string element
vocab	0.148	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME EXPANSION › Static named directories	path directory trailing replaced name
vocab	0.148	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	directory dirs calls stack function
vocab	0.148	zshparam:ARRAY PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	array associative name subscript value
vocab	0.148	zshparam:ARRAY PARAMETERS › Array Subscripts	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	foo array expansion values expressions
vocab	0.148	zshparam:ARRAY PARAMETERS › Subscript Flags	zshparam:POSITIONAL PARAMETERS	array nth arrays values ksh_arrays
vocab	0.148	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	executed signal trap traps signals
vocab	0.148	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	exit status jobs interactions zshmisc
vocab	0.148	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	args executed commands status had
vocab	0.148	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	functions function given options definition
vocab	0.147	zshmisc:SIMPLE COMMANDS & PIPELINES	zshmisc:JOBS	job pipeline background terminated command
vocab	0.147	zshmisc:MULTIOS	zshexpn:FILENAME GENERATION › Glob Qualifiers	files file sort foo file1
vocab	0.147	zshmisc:COMMAND EXECUTION	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	script function file element error
vocab	0.147	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	directory home stack working path
vocab	0.147	zshexpn:FILENAME EXPANSION › ‘=' expansion	zshexpn:FILENAME GENERATION	word unquoted replaced set option
vocab	0.147	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	file files directory read execute
vocab	0.147	zshparam:LOCAL PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	parameter local scope parameters delete
vocab	0.147	zshoptions:SPECIFYING OPTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	options names setopt supplied name
vocab	0.147	zshbuiltins:SHELL BUILTIN COMMANDS › break [ n ]	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	arithmetic expression exit an if
vocab	0.146	zshmisc:COMMENTS	zshmisc:QUOTING	histchars newline ignored character characters
vocab	0.146	zshmisc:ALIASING	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	eligible foo expansion global pattern
vocab	0.146	zshmisc:ALIASING › Alias difficulties	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	alias code aliases non functions
vocab	0.146	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	specifies negative least integer current
vocab	0.146	zshexpn:PARAMETER EXPANSION	zshexpn:BRACE EXPANSION	foo spec substituted form expansion
vocab	0.146	zshexpn:FILENAME EXPANSION	zshexpn:FILENAME EXPANSION › Dynamic named directories	directory home stack followed replaced
vocab	0.146	zshexpn:FILENAME EXPANSION › Notes	zshparam:PARAMETERS USED BY THE SHELL	colon side hand separated right
vocab	0.146	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	file match files code string
vocab	0.146	zshoptions:DESCRIPTION OF OPTIONS › Completion	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	completion spelling try widgets hashed
vocab	0.146	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	warning path this characters pattern
vocab	0.146	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	zshoptions:DESCRIPTION OF OPTIONS › Shell State	etc startup zsh sourced ksh
vocab	0.146	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	arg exit nonzero description status
vocab	0.146	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	arguments array format name printed
vocab	0.145	zshmisc:SIMPLE COMMANDS & PIPELINES	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	status commands executed input zero
vocab	0.145	zshmisc:REDIRECTION	zshexpn:PARAMETER EXPANSION › Rules	word substitution quotes result expansion
vocab	0.145	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	executed history line function file
vocab	0.145	zshmisc:SIGNALS	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	err_exit exit jobs int multios
vocab	0.145	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	directory working path component part
vocab	0.145	zshexpn:PROCESS SUBSTITUTION	zshparam:PARAMETERS USED BY THE SHELL	file list temporary process paste
vocab	0.145	zshexpn:PARAMETER EXPANSION	zshexpn:FILENAME EXPANSION › ‘=' expansion	word name unquoted set full
vocab	0.145	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshparam:ARRAY PARAMETERS › Subscript Flags	pattern array match matches gives
vocab	0.145	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	changed shin_stdin supplied user state
vocab	0.145	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	read file status return was
vocab	0.144	zshmisc:COMPLEX COMMANDS	zshmisc:RESERVED WORDS	words elif esac repeat word
vocab	0.144	zshmisc:COMPLEX COMMANDS	zshexpn:HISTORY EXPANSION › Modifiers	words word filename appear expression
vocab	0.144	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:HISTORY EXPANSION › Modifiers	history modifier immediately about works
vocab	0.144	zshmisc:ARITHMETIC EVALUATION	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	leading character output integer form
vocab	0.144	zshmisc:CONDITIONAL EXPRESSIONS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	true string string1 string2 match
vocab	0.144	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	truncation prompt numeric width negative
vocab	0.144	zshexpn:HISTORY EXPANSION › Modifiers	zshoptions:DESCRIPTION OF OPTIONS › History	history file remove you like
vocab	0.144	zshparam:DESCRIPTION	zshparam:ARRAY PARAMETERS › Array Element Assignment	array assignment value associative name
vocab	0.144	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	array element argument string escape
vocab	0.144	zshbuiltins:SHELL BUILTIN COMMANDS › : [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	exit status command shell is
vocab	0.143	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshmisc:CONDITIONAL EXPRESSIONS	file descriptor open parenthesised syntax
vocab	0.143	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	path file directory script line
vocab	0.143	zshexpn:HISTORY EXPANSION › Overview	zshexpn:PARAMETER EXPANSION › Examples	foo bar quotes expansions word
vocab	0.143	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	name word pattern print matching
vocab	0.143	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	getopts optind option exit index
vocab	0.143	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	hash table patterns reserved pattern
vocab	0.142	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › break [ n ]	break repeat loop exit until
vocab	0.142	zshmisc:RESERVED WORDS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	typeset readonly local reserved export
vocab	0.142	zshmisc:REDIRECTION	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	output descriptor standard file tabs
vocab	0.142	zshmisc:ARITHMETIC EVALUATION	zshparam:PARAMETERS USED BY THE SHELL	output character value variable parameter
vocab	0.142	zshexpn:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › : [ arg ... ]	expansions performed argument command on
vocab	0.142	zshexpn:HISTORY EXPANSION › Overview	zshparam:PARAMETERS USED BY THE SHELL	history character histchars command line
vocab	0.142	zshparam:LOCAL PARAMETERS	zshparam:PARAMETERS SET BY THE SHELL	local parameter parameters assigning made
vocab	0.142	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	file files memory functions used
vocab	0.142	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	read input assigned status function
vocab	0.141	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshmisc:RESERVED WORDS	repeat recognized select foreach elif
vocab	0.141	zshmisc:RESERVED WORDS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	reserved declare export readonly words
vocab	0.141	zshmisc:ALIASING	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	foo quoting word expansion string
vocab	0.141	zshmisc:COMMAND EXECUTION	zshparam:PARAMETERS SET BY THE SHELL	script file operating system function
vocab	0.141	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	return status executed zero same
vocab	0.141	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshexpn:DESCRIPTION	expansion substitution history these expanded
vocab	0.141	zshexpn:HISTORY EXPANSION › Overview	zshexpn:FILENAME GENERATION › Glob Operators	character bar foo sequence any
vocab	0.141	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME GENERATION	generation filename deleted replaced word
vocab	0.141	zshexpn:ARITHMETIC EXPANSION	zshparam:ARRAY PARAMETERS › Subscript Flags	exp substitution string parameter substituted
vocab	0.141	zshparam:ARRAY PARAMETERS › Array Subscripts	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array associative values flags parameter
vocab	0.141	zshparam:POSITIONAL PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	array ksh_arrays script ksh_zero_subscript parameter
vocab	0.141	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	path command displayed pathname message
vocab	0.141	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	command redirections builtin shell function
vocab	0.141	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	arg directory slash current found
vocab	0.141	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	tabs print printed arguments output
vocab	0.14	zshmisc:PRECOMMAND MODIFIERS	zshmisc:SPECIAL FUNCTIONS › Hook Functions	executed precommand modifier function trapexit
vocab	0.14	zshmisc:COMPLEX COMMANDS	zshexpn:FILENAME GENERATION	word list pattern treated unless
vocab	0.14	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	word read input line name
vocab	0.14	zshmisc:MULTIOS	zshmisc:REDIRECTIONS WITH NO COMMAND	cat redirection file redirections output
vocab	0.14	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	hook chpwd functions context chpwd_functions
vocab	0.14	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	executed function hook line reset
vocab	0.14	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshexpn:PARAMETER EXPANSION	array length elements string element
vocab	0.14	zshexpn:FILENAME GENERATION	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	unset pattern generation filename matching
vocab	0.14	zshexpn:FILENAME GENERATION › Glob Operators	zshexpn:FILENAME GENERATION › Approximate Matching	match character matches pattern characters
vocab	0.14	zshexpn:FILENAME GENERATION › Precedence	zshexpn:FILENAME GENERATION › Globbing Flags	parentheses pattern parenthesised filename generation
vocab	0.139	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	arithmetic expression error nonzero occurred
vocab	0.139	zshmisc:MULTIOS	zshexpn:COMMAND SUBSTITUTION	cat foo output generation standard
vocab	0.139	zshmisc:JOBS	zshexpn:PROCESS SUBSTITUTION	job process parent disowned asynchronously
vocab	0.139	zshmisc:ARITHMETIC EVALUATION	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	arithmetic expression evaluation occurred expressions
vocab	0.139	zshparam:ARRAY PARAMETERS	zshparam:POSITIONAL PARAMETERS	array values value arrays assignment
vocab	0.139	zshparam:POSITIONAL PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	changed argv invocation positional script
vocab	0.139	zshparam:PARAMETERS SET BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	script file user time this
vocab	0.139	zshoptions:SPECIFYING OPTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	letter options name option single
vocab	0.139	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zsh local unset behaviour declare
vocab	0.139	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	print arguments stack directory onto
vocab	0.138	zshmisc:SIMPLE COMMANDS & PIPELINES	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	input read status coprocess terminated
vocab	0.138	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	function execution executed error func
vocab	0.138	zshmisc:REDIRECTION	zshparam:PARAMETERS USED BY THE SHELL	file output input terminal used
vocab	0.138	zshmisc:MULTIOS	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	file files output written writes
vocab	0.138	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	functions function argument passed limited
vocab	0.138	zshmisc:ARITHMETIC EVALUATION	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	format arithmetic integer numeric output
vocab	0.138	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	string array sequences used echo
vocab	0.138	zshparam:PARAMETERS SET BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	parameter function module array set
vocab	0.138	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	print arguments characters multibyte pattern
vocab	0.138	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	options default set emulation behaviour
vocab	0.138	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	alias aliases text functions value
vocab	0.138	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	args arguments no input there
